SequenceName	ClusterNumber
G001592965	353
G001747095	353
G001747105	353
G001592945	353
G001267955	353
G001593005	353
G001592935	353
G900142205	353
G000183425	353
G001567185	353
G900129725	353
G001657315	353
G000331535	353
G000348925	353
G000346615	353
G001683905	353
G001308105	353
G000807855	353
G000812565	353
G000379765	353
G000265505	353
G000422585	353
G900113045	353
G000426825	353
G000304455	353
G000689375	353
G000020565	353
G001437955	354
G001437985	354
G001439105	354
G000982415	355
G001026905	355
G000374005	355
G900100655	355
G000515255	355
G000420625	355
G000312425	355
G000283655	355
G001305595	355
G001315015	355
G000429625	355
G000936425	355
G000576635	355
G001296005	355
G000429645	355
G001939945	355
G000016185	355
G000225995	355
G000423185	355
G000620685	355
G000518365	355
G000963705	355
G000510265	355
G000319385	355
G000423805	355
G000171835	355
G000426505	355
G000299935	355
G001611975	355
G000381985	355
G900156605	355
G000315795	355
G000013085	355
G000284415	355
G900101965	355
G900100455	355
G000342045	355
G000009985	355
G000294655	355
G000513295	355
G001510075	355
G001746755	355
G000968135	355
G900093605	355
G000688235	355
G000763295	355
G000300275	355
G000421265	355
G000300235	355
G000963945	356
G001499615	356
G000963965	356
G000963925	356
G001580615	356
G000964225	356
G001499675	356
G000613285	356
G000010825	356
G000963905	356
G000429165	356
G000550765	356
G000182745	356
G000164395	356
G000021325	356
G000234355	356
G000011685	356
G000311765	356
G001598495	356
G000723565	356
G002003665	356
G000378165	356
G001547995	356
G000613845	356
G001787335	356
G000617865	356
G002005465	356
G000963885	356
G000231445	356
G000527695	356
G000014285	356
G000202835	356
G000701585	356
G000687875	356
G000964385	356
G000964365	356
G000759655	356
G000164635	356
G000245075	356
G001941945	356
G000711725	356
G000745835	356
G000425365	356
G000378465	356
G000264455	356
G000647975	357
G000671395	357
G000744955	357
G001305615	357
G001548075	357
G900099935	357
G900112335	357
G000169395	357
G000018145	357
G001078595	357
G001321835	357
G001411945	357
G000169435	357
G000382265	357
G000967725	357
G001420005	357
G900129845	357
G900142425	357
G001187845	357
G000155735	357
G000161835	357
G001049735	357
G000981705	357
G000738435	357
G000600975	357
G000466965	357
G000379485	357
G000153305	357
G000442315	357
G000600335	357
G000223375	357
G001627595	357
G001627375	357
G000382645	357
G000383135	357
G000384635	357
G000472185	357
G001510135	357
G900115865	357
G000473145	357
G001458395	357
G000511355	357
G001294455	357
G000473205	357
G000169455	357
G000511385	357
G001258055	357
G001458415	357
G000376545	357
G900102795	357
G000192475	357
G000743705	357
G000161775	357
G000011965	357
G900109035	357
G000429365	357
G000473225	357
G001262635	357
G000622385	357
G000622365	357
G000622325	357
G000622345	357
G000172095	357
G000647675	357
G000156335	357
G000712275	357
G000622405	357
G000622425	357
G000154785	357
G000014045	357
G000712315	357
G000814025	357
G001890925	357
G000156115	357
G001458215	357
G900142085	357
G001458175	357
G001292625	357
G001458335	357
G900110425	357
G900156525	357
G001441615	357
G001441635	357
G000170875	357
G000152845	357
G001247715	357
G000152625	357
G000526275	357
G900100005	357
G000423645	357
G001458435	357
G001458355	357
G900110775	357
G900107355	357
G000504185	357
G000169415	357
G000807715	357
G001458375	357
G001482405	357
G900107235	357
G000161755	357
G000153725	357
G001969385	357
G000259095	357
G001687105	357
G000442255	357
G000520615	357
G000521785	357
G000521865	357
G001038505	357
G900129875	357
G001046955	357
G001205715	357
G000152725	357
G000768315	357
G000688295	357
G000220565	357
G900111875	357
G000299875	357
G000819565	357
G900109555	357
G001307765	357
G000152805	357
G000812665	357
G000812685	357
G000442275	357
G900113405	357
G000743715	357
G000299575	357
G900115595	357
G001403735	357
G001403795	357
G001408515	357
G000877395	357
G001458315	357
G000013565	357
G000590925	357
G001510085	357
G001879715	357
G000153745	357
G000383155	357
G000763885	357
G000203895	357
G000513975	357
G000185925	357
G001546115	357
G000622145	357
G000763905	357
G000444995	357
G000763805	357
G000763785	357
G000420145	357
G000967825	357
G000714535	357
G000737065	357
G000715505	357
G000714545	357
G000021865	357
G000740785	357
G001438235	357
G001439135	357
G001438045	357
G000176015	357
G001294535	357
G001202035	357
G000420745	357
G001202015	357
G001202025	357
G001303875	357
G000016405	357
G000012905	357
G000739715	357
G000429765	357
G000740795	357
G000687435	357
G001870675	357
G001870665	357
G001884735	357
G900107025	357
G900102905	357
G900143155	357
G900113695	357
G900107585	357
G000374145	357
G000317935	358
G000318015	358
G000195715	358
G001078275	358
G000612485	358
G900078695	358
G001571365	358
G001457475	358
G000067205	358
G000382185	358
G001433395	358
G900089455	358
G000988095	358
G900129885	358
G000209655	358
G000308195	358
G000612685	358
G002005365	358
G000967305	358
G000340905	358
G000340865	358
G000319245	358
G000340795	358
G000340825	358
G000372065	358
G001808335	358
G000759065	358
G000373745	358
G000621025	358
G000276685	358
G000226625	358
G000506865	358
G000743945	358
G000521505	358
G000170915	358
G001997265	359
G000193025	359
G001679105	359
G000192945	359
G000192985	359
G000192905	359
G001064655	359
G001064665	359
G000193085	359
G001632285	359
G000740455	359
G001679345	359
G001063475	359
G000302495	359
G001062815	359
G001062845	359
G001065675	359
G001065625	359
G000193005	359
G000092265	359
G000192965	359
G001809255	359
G000766665	359
G000192925	359
G000193045	359
G001656425	359
G001656475	359
G001656175	359
G001656385	359
G001656205	359
G001656275	359
G001656095	359
G001656215	359
G001656195	359
G001656105	359
G001656415	359
G001679075	359
G001656455	359
G001656255	359
G001656285	359
G001656115	359
G001656125	359
G001656335	359
G001656355	359
G001656375	359
G002014855	359
G001679155	359
G001679005	359
G000426885	359
G001636015	359
G000471625	359
G001606025	359
G001435295	359
G000012305	359
G001462175	359
G000511655	359
G000016885	359
G000685805	359
G000382145	359
G001188545	359
G001553955	359
G001679275	359
G000379845	359
G000320365	359
G000368925	359
G000368565	359
G000829675	359
G000632455	359
G000400735	359
G000369145	359
G001878775	359
G000369105	359
G000368625	359
G001647675	359
G000368865	359
G001307195	359
G000219275	359
G001484935	359
G001592855	359
G001828765	359
G000964095	359
G000488255	359
G001758345	359
G900116265	359
G000367925	359
G000816495	359
G000368905	359
G000368585	359
G001484985	359
G000271425	359
G001575095	359
G000475335	359
G001584645	359
G000369005	359
G000488195	359
G000368025	359
G001941805	359
G001713665	359
G000191145	359
G000746645	359
G001953195	359
G000368825	359
G000488215	359
G000488275	359
G001627135	359
G001626975	359
G001626995	359
G000619845	359
G000420045	359
G000024085	360
G000981765	360
G000512235	-1
G001916495	361
G000162015	361
G000157955	361
G001486665	361
G001481375	361
G001486165	361
G000723465	362
G001917015	362
G000621805	362
G000179635	362
G000686125	362
G001940995	362
G001941055	362
G001603985	362
G000247525	362
G000518765	362
G000174895	362
G000701945	362
G900119535	362
G000438435	362
G000437175	362
G000468015	362
G000433635	362
G000437255	362
G000210095	362
G000434255	362
G000712055	362
G001941135	362
G001603945	362
G001916415	362
G000382085	362
G000432175	362
G000436675	362
G000158655	362
G900095865	362
G000820765	362
G900103835	362
G000403395	362
G000154565	362
G900104615	362
G900110045	362
G000435455	362
G900104675	362
G001830865	363
G001829965	363
G001830095	363
G001830065	363
G001830015	363
G001830945	363
G001830905	363
G001830045	363
G001830975	363
G001830165	363
G001829915	363
G001829955	363
G001830895	363
G001829935	363
G001829995	363
G001830035	363
G000687835	363
G000428705	363
G001040865	364
G000218545	364
G000708885	364
G000312005	364
G000688475	364
G001429255	364
G000212695	364
G001552375	364
G000092865	364
G000767135	364
G000603945	364
G000767175	364
G000767165	364
G000526515	364
G000024965	364
G001592145	364
G000215105	364
G000385135	364
G000718325	364
G000526595	364
G000701465	364
G000307245	364
G000024065	364
G000423205	364
G000312125	364
G000024925	364
G000421225	364
G900105765	364
G000023105	364
G000759715	364
G000975095	364
G001779615	-1
G001768535	365
G001769245	365
G001768205	365
G001768245	365
G001270965	365
G000626635	365
G900111425	365
G000949475	365
G900141875	365
G900129025	365
G000621705	365
G000191885	365
G000250735	365
G000220155	365
G000259075	365
G000974365	365
G000517065	365
G000583675	365
G000517085	365
G001659685	365
G001660705	365
G000243215	365
G000432935	365
G000433935	365
G900091655	365
G000190535	365
G001915655	365
G000435735	365
G001915615	365
G000519105	365
G000379665	365
G900091675	365
G000832085	365
G000832075	365
G001487125	365
G001310955	365
G001438175	366
G001438305	366
G001438015	366
G000736515	366
G000236705	366
G001310255	367
G000813765	367
G001424025	367
G000204035	367
G001425945	367
G001427825	367
G000701445	367
G000144605	367
G000466985	367
G000428765	367
G000376105	367
G000495815	367
G000204015	367
G000175215	367
G000495855	367
G000745545	367
G000744465	367
G000022005	367
G001449105	367
G001429025	367
G001425305	367
G000017265	367
G000733915	367
G000682775	367
G000682715	367
G000682755	367
G000685235	367
G000685215	367
G000685295	367
G000685275	367
G000013025	367
G000685315	367
G000376805	367
G000420665	367
G000378345	367
G000023785	367
G000420265	367
G000152745	367
G000744995	367
G000382325	367
G000014745	367
G000412185	367
G000428525	367
G000365025	367
G000152825	367
G000733125	367
G001644385	367
G000011705	368
G000011545	368
G000959245	368
G001411495	368
G000959725	368
G000373005	368
G000785435	368
G000684975	368
G000739795	368
G000013645	368
G001865575	368
G000020045	368
G001190015	368
G001544555	368
G000698595	368
G000698575	368
G000198775	368
G000775775	368
G000227585	368
G000970345	368
G000767615	368
G000954135	368
G000953875	368
G000020205	368
G000009125	368
G000196015	368
G000069785	368
G000832305	368
G001281465	368
G000272025	368
G000973625	368
G001830325	368
G000019745	368
G000016345	368
G001267925	368
G001189965	368
G001189915	368
G001571165	368
G001189955	368
G001040945	368
G001584185	368
G000441555	368
G000026125	368
G001464355	368
G000013625	368
G000195205	368
G001428545	368
G000818395	368
G000312045	368
G000622895	368
G000425385	368
G001191005	368
G000723165	368
G000344615	368
G000383895	368
G000335815	368
G900114705	368
G001866515	368
G000382345	368
G000427785	368
G001424165	368
G000745265	368
G001941825	368
G001412595	368
G000158495	368
G000158475	368
G000482785	368
G001005215	369
G000374625	369
G000184745	369
G000620225	369
G001476815	369
G000745855	369
G001422405	369
G001422445	369
G001424545	369
G000426125	369
G000215705	369
G001044395	369
G001771035	369
G000013605	369
G001955715	369
G001432305	369
G000211835	369
G000015505	369
G000688115	369
G000013865	369
G001412575	369
G001270065	369
G000022305	369
G001310795	369
G000204645	369
G000282995	369
G000484635	369
G000739995	369
G001298675	369
G000429845	369
G000018665	369
G000739375	369
G000935165	369
G001294445	369
G000410635	369
G000204195	369
G001714725	369
G001428645	369
G000015565	369
G000193225	369
G000176855	369
G001424265	369
G900111115	369
G000688255	369
G001421705	369
G000381265	369
G000422885	369
G001262075	369
G000477435	369
G001713375	369
G000723405	369
G000496475	369
G000828895	369
G000828915	369
G000807215	369
G001295865	369
G001295905	369
G000284255	369
G000244995	369
G000430725	369
G000969605	369
G000333615	369
G001427705	369
G001477625	369
G001598255	369
G001483865	369
G000799305	369
G001424785	369
G001425785	369
G001425865	369
G001293525	369
G000015725	369
G000689195	369
G000019785	369
G001447195	369
G000768065	369
G000381125	369
G001017435	369
G001418255	369
G000253115	369
G000733775	369
G000377645	369
G001295775	369
G000227525	-1
G001924935	370
G000238275	370
G001596795	370
G000814675	370
G000238395	370
G001465295	370
G001661495	370
G001306895	370
G001401795	370
G001550135	370
G001469895	370
G001750165	370
G000495575	370
G001482385	370
G000382005	370
G001854605	370
G001854555	370
G000238375	370
G001444405	370
G000333235	370
G000967585	370
G000967625	370
G000336495	370
G000153245	370
G001269985	370
G000238255	370
G000374485	370
G000987775	370
G000382165	370
G000987765	370
G000272005	370
G001704375	370
G900108485	370
G001513785	370
G000425345	370
G000296695	370
G001275035	370
G001795365	370
G000711985	370
G900107845	370
G001444365	370
G000378625	370
G000764185	370
G000012325	370
G001957175	370
G000948975	370
G900111755	370
G001831495	370
G001652445	370
G000764205	370
G001626275	370
G001626115	370
G001626315	370
G001924945	370
G000172635	370
G001562295	370
G001562315	370
G001886435	370
G001886395	370
G000753865	370
G000730385	370
G001562125	370
G001562155	370
G001562115	370
G000378185	370
G001757105	370
G900129565	370
G000315035	370
G000428905	370
G000226565	370
G001756615	370
G000252165	370
G000155775	370
G000429145	370
G000212335	370
G000314935	370
G000314955	370
G000315015	370
G000767305	370
G000014225	370
G000315055	370
G000315075	370
G000347635	370
G000314995	370
G001565895	370
G000314975	370
G001466725	370
G000568405	370
G000281085	370
G000300815	370
G001050375	370
G000008465	370
G000401175	370
G000320945	370
G900116625	370
G001294685	370
G001294745	370
G000152885	370
G001577655	370
G000299895	370
G001418345	370
G900116895	370
G000753715	370
G000423165	370
G000753735	370
G001314555	370
G001458075	370
G000218785	370
G900114195	370
G900116345	370
G000702045	370
G001940885	370
G000431835	370
G000188195	370
G000482845	370
G000701925	370
G900115655	370
G000222855	370
G000378405	370
G000266945	-1
G000931935	371
G001184205	371
G000143965	371
G001577715	371
G002011895	-1
G000018785	372
G000526235	372
G000953195	372
G000702765	372
G000687735	372
G000309485	373
G000300695	373
G000309465	373
G000364425	373
G000026205	373
G000495255	373
G000012225	373
G000009845	373
G000970395	373
G000069925	373
G000968055	373
G001025175	374
G000007525	374
G000741695	374
G000741715	374
G001417815	374
G000741785	374
G000741175	374
G001025155	374
G000741165	374
G001042635	374
G000165905	374
G000010425	374
G001042595	374
G000741215	374
G000800475	374
G000741135	374
G000741575	374
G000022965	374
G000741255	374
G000741205	374
G000347695	374
G000741765	374
G000741285	374
G000741775	374
G000741645	374
G000741525	374
G000737845	374
G000414465	374
G000414445	374
G000025205	374
G000159155	374
G000414525	374
G000737865	374
G000304215	374
G001263395	374
G000738005	374
G000741705	374
G000269605	374
G001042695	374
G001042675	374
G000420505	374
G000376885	374
G000485475	374
G001057055	375
G001262055	375
G000154225	375
G001746855	375
G000296505	375
G000364865	375
G000420425	375
G000318335	375
G000308055	375
G001070095	375
G001070855	375
G000429105	375
G001457875	375
G900106055	375
G001814535	375
G000820725	375
G001813085	375
G001812395	375
G000758775	375
G900119695	375
G000411155	375
G000159015	375
G001812345	375
G001807285	375
G001812065	375
G000420405	375
G001546135	375
G001055535	375
G001807435	375
G000296485	375
G000420065	375
G001553285	375
G000508625	375
G900106855	375
G900120415	375
G001936115	375
G001856685	375
G000160615	375
G000176775	375
G000148485	375
G000146895	375
G000196535	375
G000146285	375
G000185445	375
G000185425	375
G000269805	375
G000429265	375
G000711965	375
G000220835	375
G000429225	375
G000159035	375
G000295095	375
G000466245	375
G001553935	375
G000428685	375
G001687305	375
G000239695	375
G001685155	375
G001685165	375
G001183565	375
G900102025	375
G000315465	375
G000724605	375
G000429205	375
G000411135	375
G000420445	375
G000162895	375
G000466165	375
G000092365	375
G900105865	375
G000612055	375
G000758825	375
G001375495	375
G001781175	376
G001781515	376
G001781275	376
G001781725	376
G001781105	376
G001781875	376
G001783415	376
G001781335	376
G001781195	376
G001781605	376
G001781445	376
G001781355	376
G001781795	376
G001783445	376
G001004985	376
G001783375	376
G001783355	376
G001781685	376
G001003805	376
G001781845	376
G001781675	376
G001781555	376
G001781465	376
G001004265	376
G001783335	376
G001779655	376
G001783485	376
G001824355	376
G001779585	377
G001872505	377
G001781285	377
G001781565	377
G001783465	377
G001781885	377
G001005015	377
G001004905	377
G001781095	377
G001781625	377
G001189215	377
G001189195	377
G001189075	377
G001189095	377
G001775435	377
G001004755	377
G001004665	377
G001775445	377
G001775475	377
G001724935	378
G001898935	378
G001603385	378
G000183135	378
G001603405	378
G000163695	378
G000768855	378
G000799335	379
G900113975	379
G001021975	379
G001295265	379
G000737765	379
G900142785	379
G001045465	379
G000737705	379
G900142445	379
G000737775	379
G000799195	379
G900129245	379
G000333355	379
G000430845	379
G000430825	379
G900111495	379
G001420285	379
G001507325	379
G001507335	379
G001424145	379
G001424105	379
G001424585	379
G900116415	379
G000737665	379
G001693475	379
G000735105	379
G000735135	379
G000426465	379
G000729985	379
G000812875	379
G000422265	379
G000812865	379
G000735695	379
G000023725	379
G001045435	379
G001747495	379
G000301075	379
G900141665	379
G000495935	379
G000252855	379
G000374405	379
G001418685	379
G900142565	379
G000382425	379
G900115015	379
G000189415	379
G900089075	379
G000265465	379
G000233435	379
G000236405	379
G000093165	379
G000334405	379
G000471965	379
G000348805	379
G000262715	379
G000022605	379
G000709555	379
G900105035	380
G000060345	380
G000423045	380
G001889005	380
G001431365	380
G000023465	380
G000744275	380
G000258765	380
G000243235	380
G000424665	380
G000423585	380
G900102915	380
G000378765	380
G900099815	380
G000355905	380
G000153485	380
G001564225	380
G000423405	380
G000196315	380
G900129005	380
G000152985	380
G000687915	380
G000733945	380
G001653755	380
G000769435	380
G000430665	380
G000520995	380
G000520955	380
G900141785	380
G000430645	380
G000255455	380
G000265385	380
G000429125	380
G900102055	380
G000746845	380
G001438125	380
G000732625	380
G000755265	380
G000153385	380
G000332115	380
G001413925	380
G000831385	380
G000755305	380
G000425645	380
G000941055	380
G001310225	380
G000283015	380
G000764755	380
G000789235	380
G900111025	380
G000764775	380
G001971785	380
G000943555	380
G001439665	380
G000723205	380
G001418015	380
G000797445	380
G000211855	380
G000934685	380
G000518485	380
G000422365	380
G001418105	380
G000348685	380
G000224335	380
G000828715	380
G000171875	380
G000427335	380
G000423005	380
G000425305	380
G000826655	380
G000799465	380
G000797465	380
G000826645	380
G000688335	380
G001280505	380
G001280435	380
G000733475	380
G001280515	380
G000154725	380
G001005315	380
G001005305	380
G000744555	380
G000973105	380
G900141855	380
G900101815	380
G900103215	380
G000153165	380
G900105105	380
G900105545	380
G001447995	380
G001865655	380
G900155985	380
G000744105	380
G000621125	380
G001020565	380
G001748465	380
G000733925	380
G900129275	380
G000429545	380
G000424985	380
G900141935	380
G001430825	380
G000186265	380
G000468615	380
G000799565	380
G000190595	380
G000382125	380
G900142405	380
G900112295	380
G000224085	380
G000745185	380
G001683915	380
G900129665	380
G001413955	380
G000963865	380
G001306415	380
G000220585	380
G900115205	380
G000024125	380
G001439215	380
G001438225	380
G001438245	380
G000173115	380
G000511935	380
G900116365	380
G000300875	380
G000260115	380
G900119185	380
G000260835	380
G900116665	380
G000016645	380
G001705175	380
G000737695	380
G000611675	380
G001761465	380
G000264055	380
G000252125	380
G000425505	380
G000744835	380
G000695795	380
G900100165	380
G000253275	380
G000422705	380
G000419685	380
G900100375	380
G000757385	380
G000064305	380
G001899155	380
G001423985	380
G000425465	380
G000686885	380
G000967805	380
G000422685	380
G000455605	380
G000498495	380
G000498475	380
G000430025	380
G000240075	380
G000769915	380
G001874325	380
G000422725	380
G000769935	380
G000769825	380
G000378485	380
G001278115	380
G900115875	380
G000242075	380
G001485415	380
G000807225	380
G001481655	380
G000242095	380
G000297855	380
G001865835	380
G900142635	380
G000242135	380
G000413415	380
G000633375	380
G900111065	380
G000833025	380
G000246945	380
G000297875	380
G000243275	380
G001549985	380
G900114085	380
G000318255	380
G000271925	380
G000023285	380
G000318295	380
G000173675	380
G000213295	380
G900115315	380
G001553545	380
G000827695	380
G000379185	380
G000220625	380
G000411115	380
G900106575	380
G000293175	380
G000466425	380
G000174755	380
G000192225	380
G000173095	380
G001439205	380
G900130035	380
G000220525	380
G900116115	380
G001280865	380
G001761365	380
G000766805	380
G000153225	380
G001439315	380
G000430545	380
G001483385	380
G001027945	380
G000509405	380
G000739695	381
G000509225	381
G000017565	381
G000689395	381
G000293845	381
G000469155	381
G000009365	382
G000756655	382
G000756665	382
G000300995	382
G000300005	382
G000299335	382
G000198515	382
G000091325	383
G000172075	383
G002005305	383
G001957125	383
G000019525	383
G000018025	383
G000014885	383
G000018285	383
G000518705	383
G000016065	383
G000518805	383
G001620325	383
G000178875	383
G000519065	383
G000712635	383
G000146165	383
G001675935	383
G001401775	383
G000013765	383
G000014705	383
G000614975	383
G000947195	383
G000753795	383
G000015245	383
G000422665	383
G000148645	383
G000425405	383
G000422645	383
G000299915	383
G000016745	384
G000022265	384
G000020725	384
G000012925	384
G000817955	384
G000007985	384
G000813145	384
G001799505	384
G001824455	384
G001802615	384
G000015045	384
G001802095	384
G001802645	384
G000020385	384
G000711225	384
G900107645	384
G900142125	384
G000384395	384
G001751155	384
G000167355	384
G000472285	384
G001278055	384
G001751225	384
G000012885	384
G000827125	384
G000820505	384
G001830835	385
G001797945	385
G001829835	385
G001873745	385
G001830855	385
G001829875	385
G001873675	385
G000013405	385
G000753945	385
G000816445	385
G000747625	385
G001683985	385
G001412345	385
G001798915	385
G001797845	385
G000485155	385
G001798005	385
G001797735	385
G001304105	385
G001302765	385
G001873905	385
G001798755	385
G001798855	385
G001797895	385
G001797745	385
G001797935	385
G001798155	385
G001806225	385
G001798485	385
G001797665	385
G001797585	385
G001798625	385
G001797595	385
G001795495	385
G001797515	385
G001799025	385
G001797495	385
G001795545	385
G001595385	385
G001798425	385
G001798975	385
G001795535	385
G001797465	385
G001797505	385
G001798015	385
G001798415	385
G001799325	386
G001797785	386
G000195295	386
G000014965	386
G900129305	386
G900114975	386
G000421605	387
G000423845	387
G000734015	387
G000746435	387
G000746255	387
G000215975	387
G001548275	387
G001652585	387
G000217795	387
G000421585	387
G001687335	387
G000341395	388
G900130015	388
G001750925	388
G001751145	388
G001750995	388
G900104445	388
G000025945	388
G900143695	388
G000429965	388
G000429945	388
G000186885	388
G000621145	388
G000403925	388
G000403885	388
G001799255	388
G001799285	388
G000092205	388
G001873115	388
G001914235	388
G900095135	389
G900107785	389
G900114365	389
G000380985	389
G001602775	389
G001768395	389
G000953535	389
G001282625	389
G001896655	389
G900095795	389
G000213555	389
G000711235	389
G001261735	389
G000213575	389
G000426485	389
G001261715	389
G001897035	389
G000010645	389
G000433955	389
G000307375	389
G000969835	389
G000428565	389
G000012845	389
G001704385	389
G000238215	389
G000565015	389
G001553215	389
G000768875	389
G000769075	389
G000379945	389
G000010505	389
G000768955	389
G000174815	389
G000614585	389
G000212375	389
G000435035	389
G000372405	389
G000379925	389
G000375645	389
G000614355	389
G000769115	389
G000434515	390
G000436035	390
G000157935	390
G000431915	390
G000435635	390
G900103315	390
G000424605	390
G000179055	390
G000426565	390
G000424185	390
G000287635	390
G000184945	390
G000613505	390
G000185845	390
G000382385	390
G000613785	390
G000373185	390
G000426585	390
G000160535	390
G000758925	390
G000242335	390
G000218235	390
G900111525	390
G000762865	390
G000519165	390
G000439065	390
G000261025	390
G000614025	390
G000220255	390
G000220235	390
G000613345	390
G000688375	390
G000430525	390
G000614105	390
G000614065	390
G001683355	390
G000144405	390
G001262015	390
G000191065	390
G000193395	390
G000613925	390
G000378745	390
G000262545	390
G000436915	390
G000455445	390
G000177075	390
G000185145	390
G000378085	390
G000614205	390
G001444445	390
G000379965	390
G000235885	390
G000437535	390
G000434975	390
G000431935	390
G000146675	390
G001275135	390
G000431195	390
G000436695	390
G000433175	390
G000436595	390
G000834015	390
G000585355	390
G900102205	390
G000025925	390
G000701965	390
G900142855	390
G900112275	390
G000687715	390
G000619985	390
G000702825	390
G900110085	390
G000746155	390
G900107065	390
G900110895	390
G900104295	390
G900100635	390
G000621725	390
G900115435	390
G900107705	390
G900106785	390
G000434455	390
G000437675	390
G000234115	390
G000159995	390
G000318095	390
G000702285	390
G000702225	390
G900102385	390
G000205165	390
G000436895	390
G001314995	390
G000159075	390
G000436435	390
G000436855	390
G001915495	390
G000433575	390
G001915455	390
G000011065	390
G001314975	390
G000437995	390
G000433375	390
G000614145	390
G000511775	390
G000517545	390
G000009925	390
G000599385	390
G000598965	390
G000598465	390
G000434095	390
G000381365	390
G001915435	390
G000499785	390
G000195635	390
G000154205	390
G000154525	390
G000315485	390
G001318345	390
G900128475	390
G000428125	390
G000187895	390
G000157915	390
G000436055	390
G000374585	390
G000154845	390
G000436795	390
G000190575	390
G000434735	390
G000012825	390
G000438035	390
G000436135	390
G000438395	390
G000613805	390
G000312445	390
G000375405	390
G000212915	390
G001689425	390
G001701115	390
G001689655	390
G001941205	390
G001689415	390
G001689645	390
G000437495	390
G001701295	390
G000803105	390
G001403595	390
G000512915	390
G000296465	390
G000746275	-1
G001187555	391
G000832015	391
G000377745	391
G000423345	391
G000463525	391
G000953825	391
G000263355	391
G001183545	391
G000019225	391
G000305785	391
G000420285	391
G001723645	391
G000209515	391
G000379165	391
G000426805	391
G000620425	391
G000372925	391
G000381665	391
G000023025	391
G000966245	391
G001922955	391
G000013665	391
G000964245	391
G001292705	391
G000220505	391
G000380565	391
G001438605	391
G001439295	391
G000511875	391
G000153445	391
G001438085	391
G000383395	391
G000384995	391
G000744735	391
G001875605	391
G000156295	391
G001953075	391
G000423125	391
G000153125	391
G000158155	391
G000764025	391
G000158175	391
G000169115	391
G000227505	391
G000204315	391
G000259575	391
G001586255	391
G001010805	391
G000420325	391
G000422345	391
G000373485	391
G000169075	391
G001444425	391
G000196395	392
G000819865	392
G000014805	392
G000820205	392
G001593245	392
G000388115	392
G001447335	392
G000820125	392
G000023065	392
G000381965	392
G001870485	392
G001321825	392
G000153405	392
G000420245	392
G000381745	392
G000015285	392
G000482725	392
G000276805	392
G000953735	392
G001420915	392
G000414175	392
G000429485	392
G000422285	393
G000179315	393
G001874005	393
G001798945	393
G001797675	393
G000384335	394
G000253295	394
G000143145	394
G000383415	394
G000503895	394
G000981545	394
G000166055	394
G000828475	394
G001708935	394
G000237065	395
G001605965	395
G001708485	395
G000397205	395
G000467065	395
G001543265	395
G000012245	395
G000007805	395
G000829415	395
G000759445	395
G000761155	395
G001644955	395
G000746525	395
G000007565	395
G000026105	395
G000759535	395
G000826105	395
G000222125	395
G000498575	395
G000213805	395
G001446935	395
G000016565	395
G900111835	395
G000455385	395
G000412695	395
G000689415	395
G000349845	395
G001597285	395
G000364625	395
G001705225	395
G000756775	395
G000590475	395
G000219605	395
G900103375	395
G000425625	395
G000806415	395
G000021045	395
G000282775	395
G001518815	395
G001580025	395
G000421765	395
G001267175	395
G000410875	395
G000939975	395
G000710775	395
G000373945	395
G000722635	395
G001583435	395
G000428585	395
G001486525	396
G000091465	396
G000272145	396
G000287055	396
G001874155	396
G000731795	396
G000478685	396
G000695055	396
G001315205	396
G000354175	396
G001525595	396
G000493225	396
G000196095	396
G000017705	396
G000009745	396
G000772105	396
G001399455	396
G000176235	396
G000711795	396
G000763535	396
G001685465	396
G001012815	396
G000467125	396
G000740015	396
G001558415	396
G000176155	396
G000006745	396
G000217675	396
G001267945	396
G000711805	396
G001591125	396
G000755385	396
G000801275	396
G001677275	396
G000426765	396
G000196495	396
G000953695	396
G000011805	396
G000949955	396
G000950095	396
G000950415	396
G000176795	396
G000196255	396
G001077885	396
G001029445	396
G001029455	396
G000730475	396
G000940995	396
G000331515	396
G000695255	396
G000425165	396
G001996245	396
G001996265	396
G001995415	396
G001995405	396
G001996115	396
G000565345	396
G001996105	396
G000565325	396
G000513735	396
G000513715	396
G000286895	396
G000621165	396
G001558255	396
G000333895	396
G001310455	396
G001751085	397
G001751075	397
G001750905	397
G000496075	-1
G001566885	398
G000153345	398
G000620085	398
G900111095	398
G000381785	398
G000378045	398
G001305295	398
G900156635	398
G000422765	398
G001922565	398
G001922575	398
G000416315	398
G000691225	398
G000764495	398
G000585235	398
G000428985	398
G000705555	398
G000220545	398
G001968815	398
G000619885	398
G000981725	398
G000508165	398
G900129155	398
G000521805	398
G000214215	398
G001418205	398
G000192865	398
G000153025	398
G900156675	398
G000355675	398
G000422845	398
G000967895	398
G000153565	398
G000423605	398
G000153185	398
G000940805	398
G001626795	398
G000166295	398
G001045555	398
G000830985	398
G001858325	398
G000347775	398
G000708045	398
G000831005	398
G000397065	398
G000475255	398
G000934705	398
G000421165	398
G000284615	398
G000169375	398
G001043175	398
G900106945	398
G000012985	398
G000376785	398
G000772365	399
G000209675	399
G000771795	399
G000771785	399
G001678465	399
G000771805	399
G000772295	399
G000771955	399
G000772395	399
G000771775	399
G000772535	399
G001007605	399
G000968335	399
G001276545	399
G000027305	399
G000379905	399
G000259485	399
G001679325	399
G000261285	399
G001055885	399
G001262035	399
G001594265	399
G000007745	399
G900110905	399
G000262245	399
